pl_name,hostname,sy_dist,pl_orbper,pl_orbsmax,pl_bmasse,pl_rade,pl_rvamp,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbeccen_reflink,st_mass,st_lum,discoverymethod,st_lum_solar
Lupus-TR-3 b,Lupus-TR-3,773.409,3.91405,0.0464,257.431,9.976,,0.0,,,0,<a refstr=WELDRAKE_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...675L..37W/abstract target=ref> Weldrake et al. 2008 </a>,0.87,-1.46393,Transit,0.0343613327361471
OGLE-2005-BLG-390L b,OGLE-2005-BLG-390L,6600.0,3285.0,2.6,5.5,2.21,,,,,0,,0.22,,Microlensing,
HN Peg b,HN Peg,18.1186,,773.0,6991.57,11.7768,,,,,0,,1.08,0.06024,Imaging,1.1487882899853132
MOA-2009-BLG-387L b,MOA-2009-BLG-387L,5690.0,1980.0,1.8,830.0,13.2,,,,,0,,0.19,,Microlensing,
GJ 674 b,GJ 674,4.54896,4.6938,0.039,11.09,3.33,8.7,0.2,0.02,-0.02,0,<a refstr=BONFILS_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007A&A...474..293B/abstract target=ref> Bonfils et al. 2007 </a>,0.35,-1.796,Radial Velocity,0.01599558028614669
CoRoT-11 b,CoRoT-11,655.037,2.99433,0.0436,740.51,16.03,280.0,0.0,,,0,<a refstr=GANDOLFI_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...524A..55G/abstract target=ref> Gandolfi et al. 2010 </a>,1.27,0.37753,Transit,2.385228555525889
2MASS J04414489+2301513 b,2MASS J04414489+2301513,120.42398696,,15.0,2383.6,12.6,,,,,0,,0.019,-2.44363,Imaging,0.003600559565300773
GJ 3634 b,GJ 3634,20.3779,2.64561,0.0287,8.4,2.83,5.59,0.08,0.094,-0.057,0,<a refstr=BONFILS_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...528A.111B/abstract target=ref> Bonfils et al. 2011 </a>,0.45,-1.699,Radial Velocity,0.01999861869632744
CoRoT-13 b,CoRoT-13,1148.93,4.03519,0.051,415.704,9.92,157.8,0.0,,,0,<a refstr=CABRERA_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...522A.110C/abstract target=ref> Cabrera et al. 2010 </a>,1.09,0.07314,Transit,1.18342298474004
OGLE-TR-10 b,OGLE-TR-10,1344.97,3.101278,0.0434,197.046,14.011,80.0,0.0,,,0,<a refstr=KONACKI_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005ApJ...624..372K/abstract target=ref> Konacki et al. 2005 </a>,1.14,0.188,Transit,1.5417004529495595
HD 27442 b,HD 27442,18.2704,428.1,1.271,495.8,13.5,32.2,0.06,0.043,-0.043,0,<a refstr=BUTLER_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...646..505B/abstract target=ref> Butler et al. 2006 </a>,1.23,0.8509,Radial Velocity,7.09414400453407
GJ 3021 b,GJ 3021,17.5559,133.71,0.49,1071.04,13.1,167.0,0.511,0.017,-0.017,0,<a refstr=NAEF_ET_AL__2001 href=https://ui.adsabs.harvard.edu/abs/2001A&A...375..205N/abstract target=ref> Naef et al. 2001 </a>,0.9,-0.18,Radial Velocity,0.660693448007596
CoRoT-8 b,CoRoT-8,322.037,6.21229,0.063,69.92,6.39,26.0,0.0,,,0,<a refstr=BORDE_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...520A..66B/abstract target=ref> Borde et al. 2010 </a>,0.88,-0.4,Transit,0.3981071705534972
Kepler-18 c,Kepler-18,433.047,7.64159,0.0752,17.3,5.49,5.1,0.0,,,0,<a refstr=COCHRAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197....7C/abstract target=ref> Cochran et al. 2011 </a>,0.972,-0.031,Transit,0.9311078754678304
Kepler-18 b,Kepler-18,433.047,3.504725,0.0447,6.9,2.0,5.2,0.0,,,0,<a refstr=COCHRAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197....7C/abstract target=ref> Cochran et al. 2011 </a>,0.972,-0.031,Transit,0.9311078754678304
HD 46375 b,HD 46375,29.5529,3.023573,0.0398,71.8,10.0,33.65,0.063,0.026,-0.026,0,<a refstr=BUTLER_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...646..505B/abstract target=ref> Butler et al. 2006 </a>,0.92,-0.24502,Radial Velocity,0.568826734801459
HD 221287 b,HD 221287,55.9231,456.1,1.25,982.05,13.1,71.0,0.08,0.17,-0.05,0,<a refstr=NAEF_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007A&A...470..721N/abstract target=ref> Naef et al. 2007 </a>,1.25,0.22011,Radial Velocity,1.6600073080838629
HD 33564 b,HD 33564,20.9531,388.0,1.1,2892.1,12.5,232.0,0.34,0.02,-0.02,0,<a refstr=GALLAND_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...444L..21G/abstract target=ref> Galland et al. 2005 </a>,1.25,0.53504,Radial Velocity,3.4279935808017727
HD 189733 b,HD 189733,19.7638,2.21857567,0.03126,359.1479,12.66617,205.0,0.0,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,0.79,-0.46119,Radial Velocity,0.34578806550508956
Kepler-4 b,Kepler-4,487.916,3.21346,0.0456,24.472,4.002,9.3,0.0,,,0,<a refstr=BORUCKI_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...713L.126B/abstract target=ref> Borucki et al. 2010 </a>,1.223,0.354,Transit,2.2594357702209775
WASP-38 b,WASP-38,136.24,6.87188,0.07522,1093.3352,13.78707,252.0,0.03,0.0,0.0,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,1.76,0.45294,Transit,2.837526982520752
Kepler-30 c,Kepler-30,914.221,60.323105,0.3,640.0,12.3,,0.0111,0.001,-0.001,0,<a refstr=SANCHIS_OJEDA_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012Natur.487..449S/abstract target=ref> Sanchis-Ojeda et al. 2012 </a>,0.99,-0.23658,Transit,0.5799893247001059
HD 106315 b,HD 106315,109.353,9.55237,0.0907,12.6,2.44,3.63,0.093,0.11,-0.068,0,<a refstr=BARROS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...608A..25B/abstract target=ref>Barros et al. 2017</a>,1.091,0.39454,Transit,2.480504390069443
HIP 41378 g,HIP 41378,106.289,64.067,,6.81,2.5,,0.01,0.031,-0.01,0,<a refstr=LEONARDI_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...702A.211L/abstract target=ref>Leonardi et al. 2025</a>,1.245,0.39646,Radial Velocity,2.491494885526545
Kepler-18 d,Kepler-18,433.047,14.85888,0.1172,16.4,6.98,7.3,0.0,,,0,<a refstr=COCHRAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197....7C/abstract target=ref> Cochran et al. 2011 </a>,0.972,-0.031,Transit,0.9311078754678304
HAT-P-37 b,HAT-P-37,390.594,2.797436,0.0379,371.528,13.204,177.7,0.058,0.038,-0.038,0,<a refstr=BAKOS_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012arXiv1201.0659B/abstract target=ref> Bakos et al. 2012 </a>,0.929,-0.208,Transit,0.6194410750767815
HD 129445 b,HD 129445,67.4386,1840.0,2.9,797.74930157,13.3,38.0,0.7,0.1,-0.1,0,<a refstr=ARRIAGADA_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...711.1229A/abstract target=ref> Arriagada et al. 2010 </a>,0.99,0.08968,Radial Velocity,1.2293626091654113
Kepler-419 c,Kepler-419,1011.36,675.47,1.68,2320.1,12.6,,0.184,0.002,-0.002,0,<a refstr=DAWSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...791...89D/abstract target=ref> Dawson et al. 2014</a>,1.39,0.7268,Transit Timing Variations,5.330893422367015
HD 70573 b,HD 70573,59.182,851.8,1.76,1900.0,12.8,148.5,0.4,0.1,-0.1,0,<a refstr=SETIAWAN_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...660L.145S/abstract target=ref>Setiawan et al. 2007</a>,1.0,-0.00083,Radial Velocity,0.998090679448772
HD 47536 b,HD 47536,122.536,712.13,1.93,2330.0,12.6,113.0,0.2,0.08,-0.08,0,<a refstr=SETIAWAN_ET_AL__2003 href=https://ui.adsabs.harvard.edu/abs/2003A&A...398L..19S/abstract target=ref> Setiawan et al. 2003 </a>,2.1,2.24845,Radial Velocity,177.19440307957868
WASP-67 b,WASP-67,189.469,4.61442,0.05179,136.6669,12.89035,56.0,0.0,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,0.91,-0.29441,Transit,0.5076799359911383
CoRoT-14 b,CoRoT-14,1744.6,1.51214,0.027,2415.4,12.22,1230.0,0.0,,,0,<a refstr=TINGLEY_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...528A..97T/abstract target=ref> Tingley et al. 2011 </a>,1.13,0.11884,Transit,1.3147403747032786
MOA-2008-BLG-310L b,MOA-2008-BLG-310L,7700.0,,1.1,23.4,5.18,,,,,0,,0.21,,Microlensing,
Kepler-419 b,Kepler-419,1011.36,69.7546,0.37,794.5,10.8,179.0,0.833,0.013,-0.013,0,<a refstr=DAWSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...791...89D/abstract target=ref> Dawson et al. 2014</a>,1.39,0.7268,Transit,5.330893422367015
WASP-43 b,WASP-43,86.7467,0.813475,0.0142,565.714,10.424,551.0,0.0,,,0,<a refstr=HELLIER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1104.2823H/abstract target=ref> Hellier et al. 2011 </a>,0.58,-0.82509,Transit,0.1495925619327855
HD 11964 c,HD 11964,33.5369,37.91,0.229,25.0,5.38,4.65,0.3,0.17,-0.17,0,<a refstr=WRIGHT_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...693.1084W/abstract target=ref> Wright et al. 2009 </a>,0.91,0.45905,Radial Velocity,2.877729706540811
CoRoT-6 b,CoRoT-6,645.294,8.886593,0.0855,940.74,13.068,280.0,0.1,,,1,<a refstr=FRIDLUND_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..14F/abstract target=ref> Fridlund et al. 2010 </a>,1.05,0.02573,Transit,1.0610357083552306
WASP-31 b,WASP-31,383.829,3.4059096,0.04659,151.916,17.363,59.4,0.0,,,0,<a refstr=ANDERSON_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A&A...531A..60A/abstract target=ref> Anderson et al. 2011</a>,1.163,0.33572,Transit,2.166306984762206
HD 108236 f,HD 108236,64.5978,29.54115,0.1758,4.72,2.017,,0.051,0.036,-0.034,0,<a refstr=BONFANTI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...646A.157B/abstract target=ref>Bonfanti et al. 2021</a>,0.869,-0.14997,Transit,0.7079946892355253
Kepler-59 c,Kepler-59,1163.22,17.9801235,0.13114,3.81,1.98,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,1.04,0.32374,Transit,2.1073661508391983
WASP-8 c,WASP-8,89.9606,4323.0,5.28,3003.37,12.5,115.0,0.0,0.0,0.0,0,<a refstr=KNUTSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...785..126K/abstract target=ref> Knutson et al. 2014 </a>,1.04,-0.05754,Radial Velocity,0.8759110395297138
HD 154857 c,HD 154857,63.4482,3452.0,5.36,819.97,13.2,24.2,0.06,0.05,-0.05,0,<a refstr=WITTENMYER_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...783..103W/abstract target=ref> Wittenmyer et al. 2014 </a>,1.718,0.66269,Radial Velocity,4.59928159029843
KOI-217 b,KOI-217,914.699,3.90512,0.0477,,12.442,,0.0,,,0,<a refstr=HOWELL_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1010.4106H/abstract target=ref> Howell et al. 2010 </a>,0.95,-0.16872,Transit,0.6780785401036363
Kepler-416 b,Kepler-416,690.819,6.319,0.0674,58.2,2.48,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,1.0,0.02791,Transit Timing Variations,1.0663751105817518
Kepler-37 e,Kepler-37,63.9207,51.196,0.25,8.1,0.37,1.6,0.0,,,0,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>,0.8,-0.32187,Transit Timing Variations,0.47657362112759644
HAT-P-22 b,HAT-P-22,81.7647,3.21222,0.0414,785.0401,12.89035,313.3,0.02,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,1.13,-0.114,Transit,0.7691304402866096
L 98-59 b,L 98-59,10.6194,2.253114,0.0223,0.46,0.837,0.36,0.031,0.017,-0.016,0,<a refstr=CADIEUX_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....170..154C/abstract target=ref>Cadieux et al. 2025</a>,0.2923,-1.91364,Transit,0.012200004756607694
CHXR 73 b,CHXR 73,190.374,,210.0,3994.486,12.3,,,,,0,,0.35,,Imaging,
FU Tau b,FU Tau,133.4950466,,800.0,5085.28,12.2,,,,,0,,0.05,-0.69897,Imaging,0.20000000199681048
GJ 667 C b,GJ 667 C,7.24396,7.203,0.050431,5.68,2.25,4.3,0.2,0.1,-0.1,0,<a refstr=BONFILS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...549A.109B/abstract target=ref> Bonfils et al. 2013 </a>,0.33,-1.863,Radial Velocity,0.013708817661648536
HD 187123 b,HD 187123,45.9548,3.0965828,0.0426,166.218,14.2,69.4,0.0103,0.0059,-0.0059,0,<a refstr=WRIGHT_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...693.1084W/abstract target=ref> Wright et al. 2009 </a>,1.04,0.12713,Radial Velocity,1.3400777609949184
HAT-P-18 b,HAT-P-18,161.4,5.508023,0.0559,62.61,11.153,27.1,0.084,0.048,-0.048,0,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...52H/abstract target=ref> Hartman et al. 2011 </a>,0.77,-0.569,Transit,0.26977394324449205
Kepler-59 b,Kepler-59,1163.22,11.8681707,0.09943,4.1,1.1,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,1.04,0.32374,Transit,2.1073661508391983
Kepler-53 b,Kepler-53,1366.07,18.6489525,0.1361,111.0,2.89,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.98,0.03558,Transit,1.085375464768589
HD 82943 c,HD 82943,27.5902,220.078,0.74345,622.603,13.4,65.4,0.3663,0.0097,-0.0097,0,<a refstr=BALUEV___BEAUG_EACUTE__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.439..673B/abstract target=ref> Baluev & Beaug&eacute; 2014</a>,1.08,0.19405,Radial Velocity,1.5633276170239183
HD 82943 b,HD 82943,27.5902,441.47,1.18306,534.25,13.5,41.91,0.162,0.036,-0.036,0,<a refstr=BALUEV___BEAUG_EACUTE__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.439..673B/abstract target=ref> Baluev & Beaug&eacute; 2014</a>,1.08,0.19405,Radial Velocity,1.5633276170239183
UZ For b,UZ For,239.60387482,5840.0,5.9,2002.2,,,0.04,0.05,-0.05,0,<a refstr=POTTER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.416.2202P/abstract target=ref> Potter et al. 2011 </a>,0.7,,Eclipse Timing Variations,
Kepler-69 b,Kepler-69,730.625,13.722341,0.094,5.65,2.24,,0.16,0.17,-0.001,0,<a refstr=BARCLAY_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...768..101B/abstract target=ref> Barclay et al. 2013 </a>,0.81,-0.097,Transit,0.7998342550070284
HIP 5158 c,HIP 5158,51.6026,9017.76,7.7,4780.1632,12.2,170.54,0.14,0.1,-0.1,0,<a refstr=FEROZ_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.416L.104F/abstract target=ref> Feroz et al. 2011 </a>,0.78,-0.5608,Radial Velocity,0.2749159896551039
HU Aqr AB b,HU Aqr,192.19807871,2390.0,3.6,1875.197,12.8,,0.0,,,0,<a refstr=QIAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.414L..16Q/abstract target=ref> Qian et al. 2011 </a>,0.88,,Eclipse Timing Variations,
Kepler-58 c,Kepler-58,969.252,15.5741568,0.12307,53.0,2.86,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.95,-0.00422,Transit,0.9903301475304082
Kepler-30 b,Kepler-30,914.221,29.33434,0.18,11.3,3.9,,0.042,0.003,-0.003,0,<a refstr=SANCHIS_OJEDA_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012Natur.487..449S/abstract target=ref> Sanchis-Ojeda et al. 2012 </a>,0.99,-0.23658,Transit,0.5799893247001059
Kepler-65 d,Kepler-65,303.728,8.13123,0.084,4.14,1.52,1.16488,0.014,0.016,-0.01,0,<a refstr=MILLS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..145M/abstract target=ref>Mills et al. 2019</a>,1.25,0.4674,Transit,2.9335939412141245
Kepler-52 c,Kepler-52,321.542,16.3850021,0.10379,45.4,1.84,,0.012,0.018,-0.009,0,<a refstr=LELEU_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...669A.117L/abstract target=ref>Leleu et al. 2023</a>,0.54,-0.99568,Transit,0.10099968051211049
Kepler-55 b,Kepler-55,578.796,27.9481449,0.1593,43.0,2.43,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.62,-0.76324,Transit,0.17248844222031817
UZ For c,UZ For,239.60387482,1916.25,2.8,2447.2,,,0.05,0.05,-0.05,0,<a refstr=POTTER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.416.2202P/abstract target=ref> Potter et al. 2011 </a>,0.7,,Eclipse Timing Variations,
Kepler-413 b,Kepler-413,847.536,66.262,0.3553,67.0,4.347,,0.1181,0.0018,-0.0017,0,<a refstr=KOSTOV_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...14K/abstract target=ref>Kostov et al. 2014</a>,0.82,-0.42994,Transit,0.3715865621318538
WASP-14 b,WASP-14,161.997,2.24375,0.037,2809.6172,15.46842,993.0,0.09,0.0,0.0,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,1.62,0.42732,Transit,2.6749766783555713
HAT-P-2 b,HAT-P-2,127.774,5.6335158,0.06814,2866.81223114,10.659759,953.3,0.5172,0.0019,-0.0019,0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,1.33,0.53,Transit,3.3884415613920256
HAT-P-42 b,HAT-P-42,405.238,4.641878,0.0575,331.801,14.348,113.5,0.0,,,0,<a refstr=BOISSE_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...558A..86B/abstract target=ref> Boisse et al. 2013 </a>,1.178,0.356,Transit,2.269864851883822
WASP-59 b,WASP-59,115.936,7.919585,0.0697,274.276,8.687,109.6,0.1,0.042,-0.042,0,<a refstr=HEBRARD_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...549A.134H/abstract target=ref> Hebrard et al. 2013 </a>,0.719,-0.79407,Transit,0.16066822655571453
HAT-P-39 b,HAT-P-39,697.004,3.54387,0.0509,190.372,17.609,63.6,0.0,,,0,<a refstr=HARTMAN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012AJ....144..139H/abstract target=ref> Hartman et al. 2012 </a>,1.404,0.607,Transit,4.045758916974426
alf Ari b,alf Ari,20.21019,380.8,1.2,572.07,13.4,41.1,0.25,0.03,-0.03,0,<a refstr=LEE_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...529A.134L/abstract target=ref> Lee et al. 2011 </a>,1.5,1.934,Radial Velocity,85.90135215053957
KOI-55 b,KOI-55,1231.02,0.240104,0.006,0.44,0.759,,,,,0,,0.496,1.36,Orbital Brightness Modulation,22.908676527677734
GJ 536 b,GJ 536,10.4092,8.70874,0.0668,6.37,2.41,3.03,0.0,,,0,<a refstr=SUAREZ_MASCARENO_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...702A.121S/abstract target=ref>Su&aacute;rez Mascare&ntilde;o et al. 2025</a>,0.528,-1.35291,Radial Velocity,0.04437005836561178
WTS-2 b,WTS-2,1030.76834437,1.0187068,0.01855,355.9696,15.277867,256.0,0.0,,,0,<a refstr=BIRKBY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.440.1470B/abstract target=ref> Birkby et al. 2014 </a>,0.82,-0.28812,Transit,0.5150863013125319
KELT-6 c,KELT-6,240.726,1276.0,2.39,1179.1493,13.0,65.7,0.21,0.039,-0.036,0,<a refstr=DAMASSO_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...581L...6D/abstract target=ref>Damasso et al. 2015</a>,1.126,0.493,Radial Velocity,3.1117163371060177
KOI-55 c,KOI-55,1231.02,0.342887,0.0076,0.655,0.867,,,,,0,,0.496,1.36,Orbital Brightness Modulation,22.908676527677734
Ross 458 c,Ross 458,11.5094,,1100.0,1906.98,14.01125,,,,,0,,0.556419,-1.29769,Imaging,0.050386013651712754
Kepler-38 b,Kepler-38,1174.59,105.599,0.4632,122.0,4.3,,0.032,,,1,<a refstr=OROSZ_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...758...87O/abstract target=ref> Orosz et al. 2012 </a>,0.941,0.49161,Transit,3.1017729196162973
HAT-P-13 b,HAT-P-13,246.81,2.91625,0.04383,270.462,14.258,106.04,0.0133,0.0041,-0.0041,0,<a refstr=WINN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...718..575W/abstract target=ref> Winn et al. 2010 </a>,1.32,0.346,Transit,2.218196419800219
ROXs 42 B b,ROXs 42 B,143.59,,157.0,2860.0,12.5,,0.58,,,1,<a refstr=BRYAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827..100B/abstract target=ref>Bryan et al. 2016</a>,1.0,-0.79156,Imaging,0.16159949527304787
HD 95086 b,HD 95086,86.2279,,55.7,1589.0,12.9,,,,,0,,1.6,0.82124,Imaging,6.625825592012605
RR Cae b,RR Cae,21.1916,4343.5,5.3,1334.886,13.0,,0.0,,,0,<a refstr=QIAN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.422L..24Q/abstract target=ref> Qian et al. 2012 </a>,0.44,-2.10762,Eclipse Timing Variations,0.007805127466982768
Kepler-50 c,Kepler-50,250.11,9.37647,0.087,8.2,2.17,2.80968,0.0,,,0,<a refstr=WEISS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..270....8W/abstract target=ref>Weiss et al. 2024</a>,1.24,0.53582,Transit,3.4341558455055337
HD 233604 b,HD 233604,847.058,192.0,0.747,2089.644,12.7,177.8,0.05,0.03,-0.03,0,<a refstr=NOWAK_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...770...53N/abstract target=ref> Nowak et al. 2013 </a>,1.5,1.75,Radial Velocity,56.23413251903491
WD 0806-661 b,WD 0806-661,19.2444,,2500.0,2542.627256,12.6,,,,,0,,0.62,,Imaging,
Kepler-63 b,Kepler-63,194.033,9.4341505,0.08,120.0,6.11,40.0,0.45,,,1,<a refstr=SANCHIS_OJEDA_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...775...54S/abstract target=ref> Sanchis-Ojeda et al. 2013 </a>,0.984,-0.157,Transit,0.6966265141107687
Kepler-77 b,Kepler-77,639.411,3.57878087,0.04501,136.661,10.761,59.2,0.0,,,0,<a refstr=GANDOLFI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...557A..74G/abstract target=ref> Gandolfi et al. 2013 </a>,0.95,-0.046,Transit,0.8994975815300352
HIP 41378 f,HIP 41378,106.289,542.0797,,12.0,9.2,,,,,0,,1.14,0.39646,Transit,2.491494885526545
HATS-5 b,HATS-5,246.384,4.763387,0.0542,75.323,10.223,30.0,0.019,0.019,-0.019,0,<a refstr=ZHOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AJ....147..144Z/abstract target=ref> Zhou et al. 2014 </a>,0.936,-0.268,Transit,0.5395106225151276
HD 10180 d,HD 10180,38.9607,16.357,0.12859,3295.88058059,,2.935,0.131,0.052,-0.052,0,<a refstr=KANE__AMP__GELINO_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...792..111K/abstract target=ref>Kane &amp; Gelino 2014</a>,1.06,0.17319,Radial Velocity,1.4900128025794255
WTS-1 b,WTS-1,2346.01,3.352057,0.047,1274.44,16.7,,0.1,,,1,<a refstr=CAPPETTA_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.427.1877C/abstract target=ref> Cappetta et al. 2012 </a>,1.2,0.08842,Transit,1.225801080975932
Kepler-297 c,Kepler-297,692.14,74.920137,0.336,42.1,6.54,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.927,-0.09608,Transit,0.8015304024315224
Kepler-347 b,Kepler-347,1298.88,12.79836,0.11,4.54,1.97,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.922,0.34232,Transit,2.1994799125576994
