pl_name,hostname,sy_dist,pl_orbper,pl_orbsmax,pl_bmasse,pl_rade,pl_rvamp,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbeccen_reflink,st_mass,st_lum,discoverymethod,st_lum_solar
HD 10442 b,HD 10442,135.374,1032.3,2.01,472.61321,13.6,29.9,0.132,0.044,-0.044,0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,1.01,0.31,Radial Velocity,2.041737944669529
Kepler-402 d,Kepler-402,625.339,8.921099,0.087,2.48,1.38,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,1.072,0.2035,Transit,1.5977175290586403
TOI-4515 b,TOI-4515,193.499,15.266446,0.118,637.0,12.17,191.3,0.461,0.007,-0.007,0,<a refstr=CARLEO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...682A.135C/abstract target=ref>Carleo et al. 2024</a>,0.949,-0.23582,Transit,0.581005174118754
LTT 1445 A b,LTT 1445 A,6.86929,5.3587635,0.0381,2.73,1.34,2.47,0.18,0.07,-0.06,0,<a refstr=LAVIE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...673A..69L/abstract target=ref>Lavie et al. 2023</a>,0.257,-2.04591,Transit,0.00899684006121017
AU Mic c,AU Mic,9.7221,18.859023,0.119,14.46,2.79,4.696,0.18,0.08,-0.07,0,<a refstr=MALLORQUIN_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...689A.132M/abstract target=ref>Mallorqu&iacute;n et al. 2024</a>,0.635,-0.97757,Transit,0.10530039492670766
HAT-P-7 b,HAT-P-7,341.079,2.20474,0.03809,584.8072,16.92559,211.8,0.0,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,1.56,0.8142,Transit,6.519285491340651
AU Mic b,AU Mic,9.7221,8.463446,0.07,8.99,4.79,3.8,0.07,0.09,-0.04,0,<a refstr=MALLORQUIN_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...689A.132M/abstract target=ref>Mallorqu&iacute;n et al. 2024</a>,0.635,-0.97757,Transit,0.10530039492670766
WASP-63 b,WASP-63,290.684,4.37808,0.0574,117.5971,15.80469,39.0,0.0,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,1.28,0.44936,Transit,2.814232667467627
TOI-3540 A b,TOI-3540 A,,3.119999,0.04289,375.03752026,23.53885947,155.0,0.0,,,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,1.081,0.19005,Transit,1.5489949432803847
HATS-62 b,HATS-62,523.067,3.2768837,0.04163,56.89157,11.825495,10.2,0.298,,,1,<a refstr=HARTMAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...55H/abstract target=ref>Hartman et al. 2019</a>,0.896,-0.17328,Transit,0.6709961062630134
Kepler-1690 b,Kepler-1690,703.789,234.636,0.7097,8.3,2.81109223,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.94,-0.24308,Transit,0.5713733761118394
Kepler-1118 b,Kepler-1118,888.325,38.6715075,0.2079,7.95,2.74,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.96,-0.06047,Transit,0.8700215299477343
Kepler-150 b,Kepler-150,891.092,3.428054,0.044,2.1,1.25,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.956,-0.16141,Transit,0.6895884836192688
Kepler-1841 b,Kepler-1841,631.7,25.88599968,0.1606,2.82,1.48912557,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.823,-0.27843,Transit,0.5267081033684131
Kepler-620 b,Kepler-620,1355.28,12.91375431,0.1053,11.0,3.32,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,1.15,0.34079,Transit,2.191744876472303
HD 105618 b,HD 105618,70.0837,10.02245,0.091,25.42627256,5.44,8.356,0.455,0.041,-0.038,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,1.01,0.17967,Radial Velocity,1.5124116010956257
KMT-2016-BLG-1836L b,KMT-2016-BLG-1836L,7100.0,,3.5,700.0,13.3,,,,,0,,0.49,,Microlensing,
NGTS-12 b,NGTS-12,446.442,7.532806,0.0757,66.10864,11.747032,21.3,0.0,,,0,<a refstr=BRYANT_ET_AL_2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.3139B/abstract target=ref>Bryant et al. 2020</a>,1.021,0.33843,Transit,2.1798670158180404
Kepler-1669 b,Kepler-1669,543.444,9.51216,0.0745,8.15,2.78043818,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.67,-0.80265,Transit,0.15752518560588558
K2-341 b,K2-341,421.408,36.552551,,10.4,3.21,,,,,0,,0.98,0.12566,Transit,1.3355495335688845
TOI-262 b,TOI-262,43.932,11.14529,0.163,4.94,2.07,,,,,0,,0.913,-0.28987,Transit,0.513014924877462
Kepler-347 d,Kepler-347,1298.88,85.517344,0.3802,9.48,3.04,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,1.0,0.34232,Transit,2.1994799125576994
55 Cnc e,55 Cnc,12.5855,0.7365474,0.01544,7.99,1.875,6.02,0.05,0.03,-0.03,0,<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>,0.905,-0.19695,Radial Velocity,0.6354040812391201
K2-329 b,K2-329,233.237,12.4551225,0.1016,82.6358,8.675766,24.6,0.0697,0.041,-0.04,0,<a refstr=SHA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...82S/abstract target=ref>Sha et al. 2021</a>,0.901,-0.32514,Transit,0.4729987575981305
Kepler-405 b,Kepler-405,1065.08,10.613839,0.095,4.98,2.08,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.873,-0.33143,Transit,0.46619756411577573
HIP 114933 b,HIP 114933,101.766,1481.6,2.84,616.58710958,13.4,28.4,0.21,0.08,-0.08,0,<a refstr=JONES_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...646A.131J/abstract target=ref>Jones et al. 2021</a>,1.39,1.13988,Radial Velocity,13.800029030247268
NGTS-18 b,NGTS-18,1096.19,3.05125,0.0448,129.99181846,13.56286665,62.0,0.0,,,0,<a refstr=TILBROOK_ET_AL_2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.504.6018T/abstract target=ref>Tilbrook et al. 2021</a>,1.003,0.2703,Transit,1.8633738652568343
Kepler-129 b,Kepler-129,408.845,15.79,0.13,20.0,2.4,4.5,0.01,0.24,-0.01,0,<a refstr=VAN_EYLEN___ALBRECHT_2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...808..126V/abstract target=ref>Van Eylen & Albrecht 2015</a>,1.178,0.46365,Transit,2.9083723021965833
GJ 3082 b,GJ 3082,16.6186,11.949,0.079,8.2,2.79,3.94,0.22,0.11,-0.11,0,<a refstr=FENG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJS..246...11F/abstract target=ref>Feng et al. 2020</a>,0.47,-1.46273,Radial Velocity,0.03445640789788812
HD 136352 b,HD 136352,14.682,11.57797,0.0964,4.72,1.664,1.46,0.0,,,0,<a refstr=DELREZ_ET_AL_2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs...5..775D/abstract target=ref>Delrez et al. 2021</a>,0.87,0.0162,Radial Velocity,1.0380063253450658
HD 221420 b,HD 221420,31.1415,10090.0,10.15,7278.2705203,12.0,48.5,0.14,0.04,-0.03,0,<a refstr=VENNER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...12V/abstract target=ref>Venner et al. 2021</a>,1.351,0.60293,Radial Velocity,4.008021107531615
HD 136352 c,HD 136352,14.682,27.59221,0.1721,11.24,2.916,2.61,0.0,,,0,<a refstr=DELREZ_ET_AL_2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs...5..775D/abstract target=ref>Delrez et al. 2021</a>,0.87,0.0162,Radial Velocity,1.0380063253450658
Kepler-1723 b,Kepler-1723,811.278,39.75289917,0.2249,8.65,2.88046569,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.96,0.03393,Transit,1.0812596587859602
Kepler-1176 b,Kepler-1176,864.699,24.1738579,0.1589,6.57,2.45,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,1.01,-0.11691,Transit,0.7639940917004192
Kepler-1783 b,Kepler-1783,264.078,8.277440071,0.07595,2.3,1.31946731,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.887,-0.45102,Transit,0.35398103927878977
TOI-6255 b,TOI-6255,20.3167,0.23818244,,1.44,1.079,2.98,0.0,,,0,<a refstr=DAI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168..101D/abstract target=ref>Dai et al. 2024</a>,0.353,-1.77344,Transit,0.016848451806594313
TOI-157 b,TOI-157,355.683,2.0845435,0.03138,375.0394,14.414774,192.0,0.0,,,0,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...639A..76N/abstract target=ref>Nielsen et al. 2020</a>,0.948,0.01995,Transit,1.0470079998610848
OGLE-2017-BLG-0640L b,OGLE-2017-BLG-0640L,6630.0,,1.14,514.88201934,13.5,,,,,0,,0.32,,Microlensing,
OGLE-2017-BLG-1099L b,OGLE-2017-BLG-1099L,7250.0,,2.73,959.84178914,13.1,,,,,0,,0.45,,Microlensing,
Kepler-1421 b,Kepler-1421,783.401,6.9131112,0.07576,0.749,0.93,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,1.25,0.59941,Transit,3.975666991332098
Kepler-1442 b,Kepler-1442,608.68,81.4162941,0.40814,14.7,3.93,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,1.34,0.65109,Transit,4.478060946088462
Kepler-414 b,Kepler-414,413.46,4.7,0.0543,3.5,1.71,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.89,-0.16917,Transit Timing Variations,0.6773763038899137
HD 13808 c,HD 13808,28.2305,53.753,0.2554,9.96,3.13,2.18,0.156,0.05,-0.061,0,<a refstr=AHRER_ET_AL_2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.503.1248A/abstract target=ref>Ahrer et al. 2021</a>,0.771,-0.43455,Radial Velocity,0.3676630621671717
TOI-1333 b,TOI-1333,200.492,4.720219,0.0626,753.2571,15.647764,223.0,0.073,0.092,-0.052,0,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,1.464,0.71349,Transit,5.169993534815559
HD 13808 b,HD 13808,28.2305,14.1815,0.10519,11.2,3.35,3.67,0.071,0.027,-0.047,0,<a refstr=AHRER_ET_AL_2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.503.1248A/abstract target=ref>Ahrer et al. 2021</a>,0.771,-0.43455,Radial Velocity,0.3676630621671717
HD 136352 d,HD 136352,14.682,107.245,0.425,8.82,2.562,1.3,0.0,,,0,<a refstr=DELREZ_ET_AL_2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs...5..775D/abstract target=ref>Delrez et al. 2021</a>,0.87,0.0162,Radial Velocity,1.0380063253450658
K2-185 b,K2-185,268.357,10.616384,,1.6,1.15,,,,,0,,0.96,-0.09029,Transit,0.8122879300255212
K2-59 b,K2-59,311.313,20.6921,0.1354,6.39,2.41,,,,,0,,0.774,-0.66037,Transit,0.2185898539993609
Kepler-1976 b,Kepler-1976,1314.51,4.959319244,0.0565,,12.21,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.976,0.04119,Transit Timing Variations,1.099486749969875
HAT-P-61 b,HAT-P-61,338.84,1.90231289,0.0301,335.9446262,10.07687365,173.0,0.113,,,1,<a refstr=BAKOS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162....7B/abstract target=ref>Bakos et al. 2021</a>,1.004,-0.1152,Transit,0.7670081876935099
TOI-849 b,TOI-849,225.734,0.765548,0.0155,41.8,3.64,29.7,0.0,,,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,0.97,-0.2184,Transit,0.6047835918818004
Kepler-1491 c,Kepler-1491,2065.59,61.569765,0.3045,6.53,2.44,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.991,0.35471,Transit,2.2631325968665625
Kepler-1834 c,Kepler-1834,500.395,0.766691517,0.015,1.98,1.22,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.765,-0.57662,Transit,0.26508185435769055
Kepler-1518 c,Kepler-1518,903.51,9.6310258,0.0905,8.75,2.9,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,1.06,0.69092,Transit,4.90817455908258
TIC 270471727 b,TIC 270471727,182.104,10.45623256647,,8.0,2.75029559,,,,,0,,0.9,-0.17008,Transit,0.67595844777529
Kepler-348 c,Kepler-348,570.783,17.265427,0.138,2.33,1.33,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,1.189,0.4331,Transit,2.710815748427232
Kepler-1200 b,Kepler-1200,588.715,1.118549717,0.0188,1.2,1.06,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.74,-0.68923,Transit,0.20453611376873457
HD 204941 b,HD 204941,28.7165,1733.0,2.55,73.1009,10.1,5.9,0.37,0.08,-0.08,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,0.58,-0.50864,Radial Velocity,0.30999879094111843
HD 68988 c,HD 68988,60.8447,16000.0,13.2,4776.96095721,12.2,121.0,0.45,0.13,-0.081,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,1.171665,0.22184,Radial Velocity,1.6666330891112542
HD 101581 b,HIP 56998,12.7781,4.46569,0.046,0.827,0.956,,,,,0,,0.653,-0.78186,Transit,0.16524944136373754
OGLE-2017-BLG-0406L b,OGLE-2017-BLG-0406L,5200.0,,3.5,130.0,14.2,,,,,0,,0.56,,Microlensing,
KMT-2017-BLG-0428L b,KMT-2017-BLG-0428L,5400.0,,1.81,5.59,2.23,,,,,0,,0.34,,Microlensing,
Kepler-698 b,Kepler-698,1995.57,16.32976218,0.1255,13.1,3.68,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.94,0.38841,Transit,2.4457383866635305
WASP-121 b,WASP-121,269.898,1.27492504,0.02571,371.85923619,19.52604438,181.1,0.0,,,0,<a refstr=BOURRIER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...635A.205B/abstract target=ref>Bourrier et al. 2020</a>,1.33,0.64372,Transit,4.402709188321575
GJ 536 c,GJ 536,10.4092,32.761,0.1617,5.89,2.3,1.8,0.0,,,0,<a refstr=SUAREZ_MASCARENO_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...702A.121S/abstract target=ref>Su&aacute;rez Mascare&ntilde;o et al. 2025</a>,0.528,-1.35291,Radial Velocity,0.04437005836561178
TOI-663 b,TOI-663,64.2308,2.598902,0.0295,4.45,2.27,3.25,,,,0,,0.514,-1.37033,Transit,0.04262555041574254
TOI-1259 A b,TOI-1259 A,118.106,3.477978,0.0407,140.16232749,11.45557828,72.0,0.0,,,0,<a refstr=MARTIN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.4132M/abstract target=ref>Martin et al. 2021</a>,0.744,-0.58996,Transit,0.25706325358720794
Qatar-4 b,Qatar-4,329.036,1.8053564,0.02803,1938.763,12.722215,1087.0,0.0,,,0,<a refstr=ALSUBAI_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..200A/abstract target=ref>Alsubai et al. 2017</a>,0.896,-0.31785,Transit,0.4810054531607244
K2-113 b,K2-113,635.722,5.817685,0.0642,410.0007,12.14,144.5,0.0,,,0,<a refstr=ESPINOZA_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.471.4374E/abstract target=ref>Espinoza et al. 2017</a>,1.04,0.0086,Transit,1.0199995965937203
TOI-150.01,TOI-150,336.267,5.857487,0.07037,797.7533,14.067295,240.0,0.262,0.045,-0.037,0,<a refstr=KOSSAKOWSKI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1094K/abstract target=ref>Kossakowski et al. 2019</a>,1.351,0.49651,Transit,3.136967360669608
TOI-2107 b,TOI-2107,236.705,2.4545467,0.03515,263.79757781,13.57407563,128.0,0.033,0.038,-0.023,0,<a refstr=SCHULTE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...32S/abstract target=ref>Schulte et al. 2024</a>,0.961,-0.10458,Transit,0.7859953921102107
Kepler-1321 b,Kepler-1321,769.146,11.12830484,0.0781,21.5,4.92,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.54,-0.8624,Transit,0.13727770182085486
HD 10180 h,HD 10180,38.9607,2205.0,3.381,64.4,9.4,3.117,0.095,0.086,-0.086,0,<a refstr=KANE__AMP__GELINO_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...792..111K/abstract target=ref>Kane &amp; Gelino 2014</a>,1.06,0.17319,Radial Velocity,1.4900128025794255
HD 7924 b,HD 7924,16.9922,5.39792,0.06,2058.25676373,,3.6,0.06,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,0.65,-0.40636,Radial Velocity,0.3923195948455721
HIP 57274 d,HIP 57274,25.8618,431.7,1.01,167.4,14.2,18.2,0.27,0.05,-0.05,0,<a refstr=FISCHER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...745...21F/abstract target=ref> Fischer et al. 2012 </a>,0.73,0.19,Radial Velocity,1.5488166189124815
HD 215152 e,HD 215152,21.5974,25.1967,0.15417,975.41538108,,0.747,0.0,,,0,<a refstr=DELISLE_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...614A.133D/abstract target=ref>Delisle et al. 2018</a>,0.77,-0.52254,Radial Velocity,0.3002340882312004
KMT-2020-BLG-0414L c,KMT-2020-BLG-0414L,1220.0,,22.3,8581.366989,11.9,,,,,0,,0.49,,Microlensing,
GJ 328 b,GJ 328,20.5266,3771.0,4.11,797.74930157,13.3,42.6,0.227,0.015,-0.015,0,<a refstr=PINAMONTI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...677A.122P/abstract target=ref>Pinamonti et al. 2023</a>,0.65,-1.08,Radial Velocity,0.08317637711026708
HD 16175 b,HD 16175,59.859,990.0,2.12,1875.1876013,12.8,94.0,0.6,0.11,-0.11,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,1.63,0.50786,Radial Velocity,3.2200306087301573
Kepler-1195 b,Kepler-1195,918.566,8.49642241,0.0726,4.98,2.08,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.74,-0.44607,Transit,0.35803872342767873
Kepler-739 b,Kepler-739,1370.65,12.53248465,0.1054,11.0,3.32,,0.0,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,0.93,0.01798,Transit,1.0422694300070374
K2-268 e,K2-268,327.783,6.131243,,2.33,1.33,,,,,0,,0.84,-0.42942,Transit,0.372031745630554
K2-268 f,K2-268,327.783,26.27057,,5.6,2.23,,,,,0,,0.84,-0.42942,Transit,0.372031745630554
K2-268 b,K2-268,327.783,2.151676,0.0308,2.86,1.5,,,,,0,,0.84,-0.42942,Transit,0.372031745630554
K2-146 c,K2-146,79.3002,4.00498,0.0327,7.49,2.19,,0.075,0.016,-0.016,0,<a refstr=HAMANN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..133H/abstract target=ref>Hamann et al. 2019</a>,0.331,-1.82391,Transit,0.014999956513820394
OGLE-2013-BLG-0341L B b,OGLE-2013-BLG-0341L B,911.0,,0.702,1.66,1.16,,,,,0,,0.1127,,Microlensing,
TOI-1248 b,TOI-1248,168.735,4.3601561,0.051,27.4,6.8084859,11.5,0.0,,,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,0.9042,-0.30016,Transit,0.5010026234353426
Qatar-7 b,Qatar-7,705.981,2.032046,0.0352,597.5204,19.0553,239.0,0.0,,,0,<a refstr=ALSUBAI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...74A/abstract target=ref>Alsubai et al. 2019</a>,1.409,0.56348,Transit,3.6599908528918865
HATS-22 b,HATS-22,229.518,4.7228124,0.05025,870.8542,10.682177,399.0,0.079,0.026,-0.026,0,<a refstr=BENTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.468..835B/abstract target=ref>Bento et al. 2017</a>,0.759,-0.64589,Transit,0.22600081224453913
TOI-1291 b,TOI-1291,428.123,7.1620097551,,27.1,5.63826391,,,,,0,,1.2,0.64816,Transit,4.44795105859939
TOI-1722 b,TOI-1722,136.419,9.60523206943,,17.6,4.38298108,,,,,0,,1.162,0.18466,Transit,1.529889274644706
TOI-1756 b,TOI-1756,86.7159,2.78301736297,,4.43,1.94225664,,,,,0,,0.556454,-1.24599,Transit,0.05675576737564818
K2-336 b,K2-336,239.289,21.194733,,1.98,1.22,,,,,0,,0.86,-0.34534,Transit,0.45150233431094006
K2-334 b,K2-334,371.823,5.113981,,27.2,5.65,,,,,0,,1.36,0.51362,Transit,3.263021985686508
EPIC 212297394 b,EPIC 212297394,418.395,2.289363,,2.79,1.48,,,,,0,,0.83,-0.46654,Transit,0.341554490906133
HAT-P-38 b,HAT-P-38,255.206,4.640382,0.0523,84.857,9.247,35.4,0.067,0.047,-0.047,0,<a refstr=SATO_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012PASJ...64...97S/abstract target=ref> Sato et al. 2012 </a>,0.886,-0.208,Transit,0.6194410750767815
K2-331 b,K2-331,211.43,9.398977,,3.86,1.79,,,,,0,,1.1,0.05943,Transit,1.1466476887558719
TOI-5232 b,TOI-5232,609.388,4.0966692,0.05593,743.71847238,12.778238,239.0,0.035,0.034,-0.024,0,<a refstr=SCHULTE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...32S/abstract target=ref>Schulte et al. 2024</a>,1.389,0.71265,Transit,5.160003545069492
K2-342 b,K2-342,208.357,11.561052,,4.78,2.03,,,,,0,,1.01,0.09264,Transit,1.2377701355782404
V1298 Tau e,V1298 Tau,108.199,48.677714,0.2689,15.3,10.17,47.0,0.0124,,,1,<a refstr=LIVINGSTON_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026Natur.649..310L/abstract target=ref>Livingston et al. 2026</a>,1.1,-0.02045,Transit,0.9540035702392252
V1298 Tau c,V1298 Tau,108.199,8.249164,0.0824,4.7,5.08,22.0,0.0094,,,1,<a refstr=LIVINGSTON_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026Natur.649..310L/abstract target=ref>Livingston et al. 2026</a>,1.1,-0.02045,Transit,0.9540035702392252
