pl_name,hostname,discoverymethod,pl_orbper,pl_orbsmax,pl_bmasse,st_mass,pl_orbeccen,expected_eccentricity,eccentricity_for_analysis
Kepler-247 c,Kepler-247,Transit,9.43946119,,,0.81,,0.07038918400911545,0.07038918400911545
Kepler-563 b,Kepler-563,Transit,22.184312,0.141,,0.758,0.0,0.08714408821497646,0.08714408821497646
Kepler-913 c,Kepler-913,Transit,5.93918879,0.0608,,0.856,0.0,0.0730884906552028,0.0730884906552028
Kepler-937 c,Kepler-937,Transit,153.348739,0.5545,,0.964,0.0,0.11475391691082669,0.11475391691082669
Kepler-772 b,Kepler-772,Transit,12.99207337,0.1056,,0.928,0.0,0.08184703217106754,0.08184703217106754
Kepler-108 c,Kepler-108,Transit,190.3216564,,,1.36,,0.12314157321787823,0.12314157321787823
Kepler-991 b,Kepler-991,Transit,82.5341188,0.3104,,0.584,0.0,0.10278668131563373,0.10278668131563373
Kepler-55 b,Kepler-55,Transit,,,,,,0.09851524064556692,0.09851524064556692
K2-226 b,K2-226,Transit,3.27108,0.0413,,0.88,,0.06732325651139233,0.06732325651139233
Kepler-562 b,Kepler-562,Transit,18.0093214982,,,0.99,,0.08012246049271174,0.08012246049271174
Kepler-1553 b,Kepler-1553,Transit,,,,,,0.09851524064556692,0.09851524064556692
K2-126 b,K2-126,Transit,7.385655,0.0656,,0.69,,0.07443645326267613,0.07443645326267613
Kepler-281 b,Kepler-281,Transit,14.6461411061,,,0.95,,0.07701279847761436,0.07701279847761436
Kepler-1861 b,Kepler-1861,Transit,40.0306015,,,1.161,,0.09324107109412115,0.09324107109412115
Kepler-168 c,Kepler-168,Transit,13.1932092,0.1125,,1.089,0.0,0.08275056030582183,0.08275056030582183
Kepler-749 b,Kepler-749,Transit,17.31716585,0.1054,,0.52,0.0,0.08248687614651998,0.08248687614651998
Kepler-32 e,Kepler-32,Transit,2.89601166,,,0.566709,,0.0554053993091671,0.0554053993091671
Kepler-256 e,Kepler-256,Transit,10.68164811,,,0.98,,0.07298919173739722,0.07298919173739722
Kepler-179 b,Kepler-179,Transit,,,,,,0.09851524064556692,0.09851524064556692
Kepler-1284 b,Kepler-1284,Transit,0.664074145,0.0143,,0.896,0.0,0.05377642013481795,0.05377642013481795
Kepler-1305 b,Kepler-1305,Transit,13.5630972,0.1109,,0.99,0.0,0.08263619534981095,0.08263619534981095
Kepler-1723 b,Kepler-1723,Transit,39.7530284,0.2249,,0.96,0.0,0.09562530484770076,0.09562530484770076
Kepler-277 b,Kepler-277,Transit,17.324161,,33.6,1.263,,0.06292060810248692,0.06292060810248692
Kepler-235 c,Kepler-235,Transit,7.82501206,0.0617,,0.51,0.0,0.07378174648617994,0.07378174648617994
Kepler-1555 b,Kepler-1555,Transit,8.10503551,0.0805,,1.058,0.0,0.0772202941518649,0.0772202941518649
Kepler-579 b,Kepler-579,Transit,9.66857386,,,0.969,,0.07164643276361585,0.07164643276361585
Kepler-313 b,Kepler-313,Transit,14.970418,0.125,,,,0.08369029157397699,0.08369029157397699
Kepler-191 c,Kepler-191,Transit,17.7385138542,,,0.87,,0.07914556651520642,0.07914556651520642
Kepler-821 b,Kepler-821,Transit,1.92279873,0.0282,,0.808,0.0,0.06215984519722384,0.06215984519722384
Kepler-265 c,Kepler-265,Transit,17.02902105,0.1315,,1.045,0.0,0.08552577512774936,0.08552577512774936
HD 218566 b,HD 218566,Radial Velocity,225.17,0.6875,62.93002459,0.855318,0.27,0.1432823260278421,0.27
Kepler-655 b,Kepler-655,Transit,46.4063358,0.2698,,1.213,0.0,0.09890521147917071,0.09890521147917071
Kepler-1602 b,Kepler-1602,Transit,11.17931581,,,1.17,,0.07456262220325684,0.07456262220325684
Kepler-418 b,Kepler-418,Transit,86.67831,0.393,,1.08,0.0,0.1069633672351098,0.1069633672351098
Kepler-27 b,Kepler-27,Transit,15.3348,0.118,2895.31,0.65,,0.10274711466219026,0.10274711466219026
Kepler-385 b,Kepler-385,Transit,10.04378351,0.0957,,1.157,0.0,0.07995056895081747,0.07995056895081747
Kepler-370 b,Kepler-370,Transit,4.57950946,0.0534,,0.968,0.0,0.07095314786257281,0.07095314786257281
Kepler-745 b,Kepler-745,Transit,9.93146307,0.0915,,1.035,0.0,0.07933570585499604,0.07933570585499604
Kepler-1073 c,Kepler-1073,Transit,4.02582254,,,1.0,,0.06139248656661754,0.06139248656661754
Kepler-887 c,Kepler-887,Transit,7.63846023,0.0801,,1.173,,0.0770254834845128,0.0770254834845128
Kepler-176 e,Kepler-176,Transit,51.16579,0.2534,,0.826,0.0,0.09815666839624564,0.09815666839624564
GJ 179 b,GJ 179,Radial Velocity,2303.0,2.424,301.93698665,0.357,0.179,0.21330976735269622,0.179
Kepler-1811 b,Kepler-1811,Transit,76.42284931,,,1.02,,0.1032932760377824,0.1032932760377824
Kepler-383 b,Kepler-383,Transit,12.90475463,0.0948,,0.683,0.0,0.08040137328073452,0.08040137328073452
Kepler-266 b,Kepler-266,Transit,6.61834191,0.0702,,1.053,0.0,0.0750523857956504,0.0750523857956504
Kepler-431 b,Kepler-431,Transit,6.80257947,,,1.11,,0.06798152931904831,0.06798152931904831
Kepler-501 b,Kepler-501,Transit,5.640662,0.064,,1.11,0.0,0.07362712214342419,0.07362712214342419
Kepler-1208 b,Kepler-1208,Transit,,,,,,0.09851524064556692,0.09851524064556692
Kepler-1635 b,Kepler-1635,Transit,469.63111,,,0.89,,0.138949235583325,0.138949235583325
Kepler-114 b,Kepler-114,Transit,5.188549,0.053,,,,0.07285254452214178,0.07285254452214178
Kepler-339 c,Kepler-339,Transit,6.98800953,0.0683,,0.87,0.0,0.07482398140956374,0.07482398140956374
Kepler-239 c,Kepler-239,Transit,56.2279697,,,0.84,,0.0965940971516777,0.0965940971516777
Kepler-1129 c,Kepler-1129,Transit,76.5369586,,,1.0,,0.10317186406178643,0.10317186406178643
Kepler-728 b,Kepler-728,Transit,,,,,,0.09851524064556692,0.09851524064556692
Kepler-945 b,Kepler-945,Transit,31.0033814,0.2014,,1.132,0.0,0.0932661684673425,0.0932661684673425
Kepler-1556 b,Kepler-1556,Transit,,,,,,0.09851524064556692,0.09851524064556692
Kepler-1739 b,Kepler-1739,Transit,7.343692,0.073,,0.979,0.0,0.07586567366709727,0.07586567366709727
Kepler-1208 b,Kepler-1208,Transit,11.08507637,0.0901,,0.792,0.0,0.0793670135615508,0.0793670135615508
Kepler-577 b,Kepler-577,Transit,25.69581456,,,0.83,,0.08418801272102297,0.08418801272102297
Kepler-1336 b,Kepler-1336,Transit,23.19897496,,,0.95,,0.08351932550601561,0.08351932550601561
Kepler-373 b,Kepler-373,Transit,5.53532955,0.0592,,0.904,0.0,0.07258458888096406,0.07258458888096406
Kepler-1641 c,Kepler-1641,Transit,32.6542881499,,,1.13,,0.08981301549763493,0.08981301549763493
Kepler-877 b,Kepler-877,Transit,18.45848,0.128,,0.82,0.0,0.08533440296766293,0.08533440296766293
Kepler-1338 b,Kepler-1338,Transit,,,,,,0.09851524064556692,0.09851524064556692
Kepler-1023 b,Kepler-1023,Transit,62.1387714,,,0.93,,0.09900949078728662,0.09900949078728662
Kepler-625 c,Kepler-625,Transit,4.1653651,,,1.04,,0.06195364815967462,0.06195364815967462
Kepler-1408 b,Kepler-1408,Transit,2.99793191,0.04218,,1.112,,0.06737751293625692,0.06737751293625692
Kepler-904 b,Kepler-904,Transit,3.021668632,0.0417,,1.058,0.0,0.0672644472048926,0.0672644472048926
Kepler-250 d,Kepler-250,Transit,,,,,,0.09851524064556692,0.09851524064556692
Kepler-675 b,Kepler-675,Transit,2.337437946,,,0.76,,0.054501390239792155,0.054501390239792155
Kepler-546 b,Kepler-546,Transit,4.14701989,,,1.01,,0.06176749799230331,0.06176749799230331
Kepler-83 d,Kepler-83,Transit,5.169809946,0.0477,,0.54,0.0,0.06984679773516654,0.06984679773516654
Kepler-192 b,Kepler-192,Transit,9.92672514,0.0871,,0.891,0.0,0.07866996595611794,0.07866996595611794
Kepler-252 c,Kepler-252,Transit,10.84844792,,,0.7,,0.07137034942170287,0.07137034942170287
Kepler-1860 b,Kepler-1860,Transit,12.73726137,0.1057,,0.971,0.0,0.08183187395067047,0.08183187395067047
Kepler-54 d,Kepler-54,Transit,,,,,,0.09851524064556692,0.09851524064556692
Kepler-187 b,Kepler-187,Transit,4.93883135,,,1.12,,0.06423725647891428,0.06423725647891428
Kepler-249 b,Kepler-249,Transit,3.306551643,0.0331,,0.44,0.0,0.06483932307681267,0.06483932307681267
Kepler-824 b,Kepler-824,Transit,4.51436096,0.055,,1.091,0.0,0.07128935266865252,0.07128935266865252
Kepler-912 b,Kepler-912,Transit,2.53476428,,,1.03,,0.05660310106217358,0.05660310106217358
Kepler-333 c,Kepler-333,Transit,24.08803827,,,0.701,,0.0822038101814952,0.0822038101814952
Kepler-1014 b,Kepler-1014,Transit,16.57099265,0.121,,0.865,0.0,0.08433163291660532,0.08433163291660532
Kepler-274 c,Kepler-274,Transit,,,,,,0.09851524064556692,0.09851524064556692
Kepler-1753 b,Kepler-1753,Transit,16.00460052,,,0.86,,0.0776532968634413,0.0776532968634413
Kepler-267 b,Kepler-267,Transit,3.353728,0.037,,,,0.06880051041749123,0.06880051041749123
Kepler-1393 b,Kepler-1393,Transit,2.44357812,,,0.95,,0.05588403551495343,0.05588403551495343
Kepler-1067 c,Kepler-1067,Transit,5.425944,0.059,,0.924,0.0,0.07245992142826815,0.07245992142826815
Wolf 1061 d,Wolf 1061,Radial Velocity,217.21,0.47,7.7,0.294,0.55,0.10849188517382508,0.55
Kepler-390 b,Kepler-390,Transit,6.73811219,0.0647,,0.793,0.0,0.07405705531930462,0.07405705531930462
Kepler-640 b,Kepler-640,Transit,,,,,,0.09851524064556692,0.09851524064556692
Kepler-890 b,Kepler-890,Transit,52.75874521,,,1.03,,0.09696475410342957,0.09696475410342957
Kepler-1430 b,Kepler-1430,Transit,2.46050993,0.0304,,0.62,0.0,0.06341296660212474,0.06341296660212474
Kepler-1207 b,Kepler-1207,Transit,13.68201,0.114,,1.053,0.0,0.0830127424348971,0.0830127424348971
Kepler-1722 b,Kepler-1722,Transit,9.17858526,0.0819,,0.876,0.0,0.07776074997086754,0.07776074997086754
Kepler-227 b,Kepler-227,Transit,9.48803146,0.0893,,1.051,0.0,0.07889677198993586,0.07889677198993586
Kepler-212 b,Kepler-212,Transit,16.2583586,0.1313,,1.137,0.0,0.08537114238704675,0.08537114238704675
Kepler-1216 b,Kepler-1216,Transit,4.37034536,0.0543,,1.117,0.0,0.07105605234700708,0.07105605234700708
Kepler-167 b,Kepler-167,Transit,4.393147,0.048,,,,0.07112784570662851,0.07112784570662851
Kepler-1097 b,Kepler-1097,Transit,187.747029,0.5791,,0.734,0.0,0.11619865689926644,0.11619865689926644
Kepler-117 c,Kepler-117,Transit,50.790412,0.287,,,,0.0988492572787135,0.0988492572787135
K2-85 b,K2-85,Transit,0.684533,0.01263,,0.573,,0.052637035312980945,0.052637035312980945
Kepler-1165 b,Kepler-1165,Transit,,,,,,0.09851524064556692,0.09851524064556692
Kepler-939 b,Kepler-939,Transit,14.8783945,,,1.0,,0.07752289380294461,0.07752289380294461
Kepler-1096 b,Kepler-1096,Transit,2.892219,0.033,,0.589,0.0,0.06472093137215999,0.06472093137215999
Kepler-261 b,Kepler-261,Transit,10.38123451,0.0886,,0.865,0.0,0.07904370884015928,0.07904370884015928
G 264-012 b,G 264-012,Radial Velocity,2.30538,0.02279,2.5,0.297,,0.05098264646953441,0.05098264646953441
Kepler-1802 c,Kepler-1802,Transit,33.1362861,0.1748,,0.649,0.0,0.09130429799212886,0.09130429799212886
K2-270 c,K2-270,Transit,4.39883617,,,0.754,,0.06105967963877913,0.06105967963877913
Kepler-32 e,Kepler-32,Transit,2.896013787,0.032,,0.52,0.0,0.06424377764020375,0.06424377764020375
Kepler-1397 b,Kepler-1397,Transit,47.44949,0.255,,0.982,0.0,0.09807812220207839,0.09807812220207839
K2-172 c,K2-172,Transit,29.626,,,0.977,,0.08735899702274944,0.08735899702274944
Kepler-996 b,Kepler-996,Transit,3.770567,0.048,,1.067,0.0,0.0694609493443409,0.0694609493443409
Kepler-1566 b,Kepler-1566,Transit,0.539915033,,,0.85,,0.042071096263426935,0.042071096263426935
Kepler-240 b,Kepler-240,Transit,4.14451776,0.0474,,0.823,0.0,0.06932893094169007,0.06932893094169007
Kepler-385 d,Kepler-385,Transit,56.41468367,,,1.05,,0.09823273686826305,0.09823273686826305
Kepler-1505 b,Kepler-1505,Transit,30.8609366,,,0.93,,0.08766663536385579,0.08766663536385579
Kepler-220 e,Kepler-220,Transit,45.9027566,0.2261,,0.731,0.0,0.09608165367101036,0.09608165367101036
Kepler-163 c,Kepler-163,Transit,21.3473612,0.1506,,0.999,0.0,0.08801122326670625,0.08801122326670625
Kepler-551 b,Kepler-551,Transit,12.3764661,,,0.65,,0.07265918158776202,0.07265918158776202
HD 42618 b,HD 42618,Radial Velocity,149.61,0.554,14.4,1.015,0.19,0.11775280206878651,0.19
Kepler-60 c,Kepler-60,Transit,8.91901228,0.0835,,0.973,0.0,0.0778887353386228,0.0778887353386228
Kepler-1956 b,Kepler-1956,Transit,5.94373492,,,0.656,,0.06377925107251783,0.06377925107251783
Kepler-886 b,Kepler-886,Transit,6.24146367,0.06428,,0.909,,0.0738334287149464,0.0738334287149464
Kepler-1792 b,Kepler-1792,Transit,4.19577385,0.0488,,0.878,0.0,0.06970326011326988,0.06970326011326988
Kepler-33 c,Kepler-33,Transit,13.17556672,0.1128,,1.1,0.0,0.08278021507371569,0.08278021507371569
Kepler-292 f,Kepler-292,Transit,20.8342947,0.1442,,0.921,0.0,0.08732699634003918,0.08732699634003918
HD 177830 b,HD 177830,Radial Velocity,407.37,1.18,428.43269264,1.319406,0.028,0.1905917079842311,0.028
HD 199509 b,HD 199509,Radial Velocity,99.62167,0.426,43.22466335,1.04,0.373,0.12522540903303614,0.373
Kepler-997 b,Kepler-997,Transit,2.707306716,0.0382,,1.008,0.0,0.06604624764227368,0.06604624764227368
Kepler-650 b,Kepler-650,Transit,3.032145588,0.0415,,1.033,0.0,0.06720360402095436,0.06720360402095436
Kepler-511 c,Kepler-511,Transit,26.62942,0.175,,1.0,0.0,0.09071636127500024,0.09071636127500024
Kepler-283 b,Kepler-283,Transit,11.008121,0.082,,0.596,0.0,0.07802677729100448,0.07802677729100448
Kepler-1626 b,Kepler-1626,Transit,4.13960513,0.0537,,1.202,0.0,0.0708056153776951,0.0708056153776951
Kepler-112 b,Kepler-112,Transit,8.408876951,0.0741,,0.766,0.0,0.07623503077968523,0.07623503077968523
Kepler-1197 b,Kepler-1197,Transit,2.032317,0.027,,0.661,0.0,0.061990550778069795,0.061990550778069795
Kepler-166 b,Kepler-166,Transit,7.650241916,0.0711,,0.819,0.0,0.07552039977707503,0.07552039977707503
Kepler-192 b,Kepler-192,Transit,9.92672514,0.09125,,1.028,,0.07930131950522472,0.07930131950522472
HD 31253 b,HD 31253,Radial Velocity,468.7,1.295,141.75146952,1.325015,0.44,0.17431322356466425,0.44
Kepler-379 b,Kepler-379,Transit,20.0984215,0.15055,,1.125,,0.08785439330209623,0.08785439330209623
Kepler-786 b,Kepler-786,Transit,53.52930722,,,0.721,,0.0947123537529019,0.0947123537529019
Kepler-1883 b,Kepler-1883,Transit,103.4269873,0.4438,,1.086,0.0,0.10955526488541678,0.10955526488541678
CoRoT-29 b,CoRoT-29,Transit,2.85057,0.0386,270.1555,0.97,0.082,0.0648267416081924,0.082
Kepler-36 c,Kepler-36,Transit,16.23192004,0.1284,,1.071,0.0,0.08507768056143028,0.08507768056143028
Kepler-874 b,Kepler-874,Transit,40.0687652,,,1.03,,0.09244300299643848,0.09244300299643848
Kepler-198 d,Kepler-198,Transit,1.31184443,0.0231,,0.947,0.0,0.059406097431401565,0.059406097431401565
Kepler-1849 b,Kepler-1849,Transit,57.293155,0.2597,,0.709,0.0,0.09885424054335208,0.09885424054335208
Kepler-117 b,Kepler-117,Transit,,,,,,0.09851524064556692,0.09851524064556692
Kepler-1403 b,Kepler-1403,Transit,5.194928,0.061,,1.15,0.0,0.07294950780045058,0.07294950780045058
Kepler-360 c,Kepler-360,Transit,7.18644594,0.0714,,0.937,0.0,0.07542336027097217,0.07542336027097217
Kepler-1028 b,Kepler-1028,Transit,2.514615,0.035,,0.94,0.0,0.06516257300881166,0.06516257300881166
Kepler-1097 b,Kepler-1097,Transit,187.747029,0.5791,,0.734,0.0,0.11619865689926644,0.11619865689926644
Kepler-82 d,Kepler-82,Transit,2.382952186,0.0343,,0.946,,0.0646432786943376,0.0646432786943376
Kepler-501 b,Kepler-501,Transit,5.640677572,0.0632,,1.056,0.0,0.07340575777099488,0.07340575777099488
Kepler-904 b,Kepler-904,Transit,3.0216804411,,,1.1,,0.05872165927373914,0.05872165927373914
Kepler-26 c,Kepler-26,Transit,17.25120011,,,0.62,,0.07679696215306561,0.07679696215306561
Kepler-171 b,Kepler-171,Transit,4.166962173,0.05035,,0.978,,0.07005811948931032,0.07005811948931032
Kepler-701 b,Kepler-701,Transit,10.35530672,,,0.9,,0.07212657813332944,0.07212657813332944
Kepler-283 b,Kepler-283,Transit,11.00815926,0.0884,,0.76,0.0,0.07911223814620676,0.07911223814620676
HD 6434 b,HD 6434,Radial Velocity,21.998,0.14,155.7367,1.1,0.17,0.1182531754212205,0.17
Kepler-1482 b,Kepler-1482,Transit,12.25383217,0.0928,,0.708,0.0,0.07997997906726169,0.07997997906726169
Kepler-1156 b,Kepler-1156,Transit,11.89534,0.104,,1.056,0.0,0.08143115902165075,0.08143115902165075
Kepler-79 c,Kepler-79,Transit,27.40232089,0.1829,,1.084,0.0,0.0914847387797542,0.0914847387797542
Kepler-1440 b,Kepler-1440,Transit,39.85925,0.226,,0.969,0.0,0.09570876161608782,0.09570876161608782
Kepler-1879 b,Kepler-1879,Transit,10.613405,0.098,,1.1,0.0,0.08032221204375982,0.08032221204375982
Kepler-128 b,Kepler-128,Transit,15.08967332,,,1.14,,0.07847749444227728,0.07847749444227728
Kepler-334 b,Kepler-334,Transit,5.47033694,0.06123,,1.022,,0.07295987952183752,0.07295987952183752
Kepler-1350 b,Kepler-1350,Transit,4.49686066,0.0413,,0.464,0.0,0.06791491629166381,0.06791491629166381
Kepler-498 b,Kepler-498,Transit,9.61375356,0.0897,,1.037,0.0,0.07898164967614647,0.07898164967614647
Kepler-443 b,Kepler-443,Transit,177.669112,0.5724,,0.791,0.0,0.11580594887120489,0.11580594887120489
HD 4203 b,HD 4203,Radial Velocity,437.05,1.1735,578.43,0.99,0.52,0.19465450557021616,0.52
Kepler-1048 b,Kepler-1048,Transit,6.92101452,,,0.69,,0.0657944234515003,0.0657944234515003
Kepler-390 c,Kepler-390,Transit,13.0600422,0.10026,,0.787,,0.08116526984153902,0.08116526984153902
Kepler-167 e,Kepler-167,Transit,1071.23308,,,0.783,,0.15758903661856158,0.15758903661856158
Kepler-1552 b,Kepler-1552,Transit,184.771853,0.6011,,0.847,,0.11683673814264688,0.11683673814264688
Kepler-1903 b,Kepler-1903,Transit,17.0678997,,,1.053,,0.07973147586363456,0.07973147586363456
Kepler-1958 b,Kepler-1958,Transit,9.32867332,0.0853,,0.947,0.0,0.07825687188687695,0.07825687188687695
Kepler-315 c,Kepler-315,Transit,265.467621,0.7605,,0.831,,0.12246992704784707,0.12246992704784707
Kepler-123 c,Kepler-123,Transit,26.69376,0.182,,1.13,0.0,0.09137118443420898,0.09137118443420898
Kepler-392 b,Kepler-392,Transit,5.3418531574,,,1.12,,0.06514725457683654,0.06514725457683654
Kepler-715 b,Kepler-715,Transit,10.0065466986,,,1.06,,0.0725716896137309,0.0725716896137309
Kepler-120 b,Kepler-120,Transit,6.3125063797,,,0.71,,0.06485783864348137,0.06485783864348137
Kepler-748 b,Kepler-748,Transit,7.40742502,,,1.02,,0.06858655654923439,0.06858655654923439
Kepler-1843 b,Kepler-1843,Transit,25.5434289,0.17871,,1.165,,0.09096817103267836,0.09096817103267836
Kepler-80 e,Kepler-80,Transit,4.6453,,2.2,0.73,0.008,0.03490381899516169,0.008
HD 16141 b,HD 16141,Radial Velocity,75.523,0.363,82.6,1.12,0.252,0.12958789201456902,0.252
Kepler-343 c,Kepler-343,Transit,23.2218189,0.1609,,1.022,0.0,0.08913400092712083,0.08913400092712083
Kepler-395 c,Kepler-395,Transit,,,,0.607,,0.09487219658332181,0.09487219658332181
Kepler-788 b,Kepler-788,Transit,,,,,,0.09851524064556692,0.09851524064556692
Kepler-54 c,Kepler-54,Transit,,,,,,0.09851524064556692,0.09851524064556692
Kepler-166 d,Kepler-166,Transit,1.554001,0.025,,0.879,0.0,0.06062520131363951,0.06062520131363951
Kepler-279 c,Kepler-279,Transit,35.7355719,0.2191,,1.097,0.0,0.09493059886197733,0.09493059886197733
Kepler-766 b,Kepler-766,Transit,6.10027804,0.066,,1.026,0.0,0.07409087066455015,0.07409087066455015
Kepler-1260 b,Kepler-1260,Transit,19.1187753,,,1.06,,0.08138238294785051,0.08138238294785051
Kepler-123 c,Kepler-123,Transit,26.6951944,,,1.25,,0.08735158861904539,0.08735158861904539
Kepler-180 c,Kepler-180,Transit,41.8854834,0.2259,,0.875,0.0,0.09582149877006498,0.09582149877006498
HD 133131 B b,HD 133131 B,Radial Velocity,5769.0,6.15,794.575,0.93,0.61,0.2699959617486438,0.61
Kepler-574 b,Kepler-574,Transit,7.65880048,,,0.94,,0.06857436369644472,0.06857436369644472
Kepler-869 b,Kepler-869,Transit,40.4287755,0.2241,,0.917,0.0,0.09560400541836721,0.09560400541836721
Kepler-537 b,Kepler-537,Transit,3.2475547,,,1.01,,0.05910616099400028,0.05910616099400028
Kepler-200 c,Kepler-200,Transit,10.22215697,,,1.05,,0.07279563151375947,0.07279563151375947
Kepler-641 b,Kepler-641,Transit,9.489383,0.085,,0.92,0.0,0.07834042553460917,0.07834042553460917
Kepler-872 b,Kepler-872,Transit,2.578855068,,,1.05,,0.056863060744617284,0.056863060744617284
K2-151 b,K2-151,Transit,3.83553,,,,,0.06094201288265988,0.06094201288265988
Kepler-481 b,Kepler-481,Transit,10.06082567,,,1.01,,0.07237937502172277,0.07237937502172277
HD 141399 c,HD 141399,Radial Velocity,201.99,0.689,422.7139,1.07,0.048,0.17277261854020615,0.048
Kepler-206 d,Kepler-206,Transit,23.4424859478,,,0.99,,0.08392814980572383,0.08392814980572383
Kepler-106 d,Kepler-106,Transit,23.9802348,0.16063,,0.959,,0.08922594093603647,0.08922594093603647
Kepler-665 b,Kepler-665,Transit,16.01308419,0.1148,,0.785,0.0,0.08347356424763427,0.08347356424763427
Kepler-247 c,Kepler-247,Transit,9.439460801,,,0.84,,0.07058140455685055,0.07058140455685055
Kepler-223 b,Kepler-223,Transit,7.38441403,0.0717,,0.902,0.0,0.07555466295643376,0.07555466295643376
Kepler-1277 b,Kepler-1277,Transit,40.8365012,,,0.94,,0.09212991297228008,0.09212991297228008
Kepler-1460 b,Kepler-1460,Transit,29.96306597,,,0.68,,0.08522501294443484,0.08522501294443484
Kepler-24 b,Kepler-24,Transit,8.14515981,,,1.11,,0.0702025255286666,0.0702025255286666
KOI-351 g,KOI-351,Transit,210.6031105,0.7168522035,22.70577859,1.108,0.0,0.09066614567566006,0.09066614567566006
Kepler-154 f,Kepler-154,Transit,9.9192379614,,,1.03,,0.07230317557987932,0.07230317557987932
Kepler-760 b,Kepler-760,Transit,8.704142,0.083,,1.02,0.0,0.07785277410652847,0.07785277410652847
HD 156846 b,HD 156846,Radial Velocity,359.51001,1.12,3391.2461,1.38,0.85,0.22814405512402766,0.85
Kepler-869 b,Kepler-869,Transit,40.42805,0.23,,0.987,0.0,0.09597944754753283,0.09597944754753283
Kepler-80 e,Kepler-80,Transit,4.64534635,,,0.731,,0.06151733877190094,0.06151733877190094
Kepler-1140 b,Kepler-1140,Transit,24.0862707,0.1478,,0.741,0.0,0.0880269101819947,0.0880269101819947
Kepler-445 b,Kepler-445,Transit,2.984153469,0.0224,,0.169,0.0,0.06055821268287709,0.06055821268287709
Kepler-196 c,Kepler-196,Transit,,,,,,0.09851524064556692,0.09851524064556692
Kepler-1772 b,Kepler-1772,Transit,3.215106337,0.044,,1.098,0.0,0.0679954013695676,0.0679954013695676
Kepler-1452 b,Kepler-1452,Transit,42.9136635,,,1.07,,0.09381324632168006,0.09381324632168006
Kepler-1548 b,Kepler-1548,Transit,124.828679,0.4786,,0.935,0.0,0.1114565918023292,0.1114565918023292
Kepler-511 c,Kepler-511,Transit,26.62941953,,,1.12,,0.08661047783915164,0.08661047783915164
Kepler-1849 b,Kepler-1849,Transit,57.2932309,0.2597,,0.709,0.0,0.09885426316948694,0.09885426316948694
Kepler-1293 b,Kepler-1293,Transit,5.57661,0.066,,1.217,0.0,0.07385554404371687,0.07385554404371687
Kepler-1594 b,Kepler-1594,Transit,2.7160316895,,,1.06,,0.05743968849221448,0.05743968849221448
Kepler-1030 b,Kepler-1030,Transit,19.32952416,,,0.8,,0.07985551154183199,0.07985551154183199
K2-183 b,K2-183,Transit,0.469269,,,0.942219,,0.04132874535509115,0.04132874535509115
Kepler-406 b,Kepler-406,Transit,2.426300839,,,1.03,,0.05615702449308349,0.05615702449308349
Kepler-327 d,Kepler-327,Transit,13.969,,,0.499,,0.0727859498724256,0.0727859498724256
Kepler-615 b,Kepler-615,Transit,10.35584657,0.0756,,0.537,0.0,0.07694540218613008,0.07694540218613008
Kepler-181 b,Kepler-181,Transit,3.137852,0.04,,0.853,0.0,0.0667901615100115,0.0667901615100115
Kepler-573 b,Kepler-573,Transit,22.18329658,0.145,,0.831,0.0,0.08759781356230638,0.08759781356230638
Kepler-56 b,Kepler-56,Transit,10.5016,0.1028,22.1,1.32,,0.06007723682784257,0.06007723682784257
Kepler-1220 b,Kepler-1220,Transit,7.42693741,,,1.0,,0.06851675483779868,0.06851675483779868
Kepler-220 d,Kepler-220,Transit,28.1224655,0.1628863237,,0.729,0.0,0.08984305857350114,0.08984305857350114
Kepler-547 b,Kepler-547,Transit,6.010384289,0.058,,0.718,0.0,0.07248101972294287,0.07248101972294287
ROXs 42 B b,ROXs 42 B,Imaging,,157.0,2860.0,1.0,,0.11259405268362414,0.11259405268362414
Kepler-1027 b,Kepler-1027,Transit,,,,,,0.09851524064556692,0.09851524064556692
Kepler-1888 b,Kepler-1888,Transit,11.39170568,0.1015,,1.074,0.0,0.08102547670109803,0.08102547670109803
Kepler-398 c,Kepler-398,Transit,,,,,,0.09851524064556692,0.09851524064556692
Kepler-239 c,Kepler-239,Transit,,,,,,0.09851524064556692,0.09851524064556692
Kepler-393 c,Kepler-393,Transit,14.6134251,0.128,,1.315,0.0,0.08481423145105091,0.08481423145105091
Kepler-1923 b,Kepler-1923,Transit,52.60963573,,,,,0.09683453580053897,0.09683453580053897
Kepler-1187 b,Kepler-1187,Transit,18.87064068,0.1401,,1.028,0.0,0.08666452731170042,0.08666452731170042
Kepler-28 c,Kepler-28,Transit,8.986,,10.9,0.59,,0.046477733768316994,0.046477733768316994
Kepler-1737 b,Kepler-1737,Transit,64.61722273,,,,,0.10033691278031417,0.10033691278031417
Kepler-898 b,Kepler-898,Transit,,,,,,0.09851524064556692,0.09851524064556692
Kepler-299 c,Kepler-299,Transit,6.885841,0.071,,1.001,0.0,0.07524802670374767,0.07524802670374767
Kepler-1825 b,Kepler-1825,Transit,1.0258586,0.018,,0.732,0.0,0.05653443645131262,0.05653443645131262
Kepler-532 b,Kepler-532,Transit,12.92491623,0.0986,,0.763,0.0,0.0809070997657914,0.0809070997657914
Kepler-205 b,Kepler-205,Transit,2.755637216,0.0319,,0.57,0.0,0.06412800199349636,0.06412800199349636
